reporting_entity,facility_name,matched_cer_facility_name,type,state,year,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,controlling_corporation,is_summary,capacity_mw,fuel_source,accreditation_code,postcode,accreditation_start_date,approval_date,committed_date,project_status,merge_status,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
,La Trobe,,F,VIC,2016,2880.0,800.0,453.0,45.0,498,0.57,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28618.0,,,,,,,,,,,46.0,18.0,36.0,5591.0,65.4,8551.0,15062.0,85.9,52.6,,,,,,,,,,3257.0,56.5,5764.0,,,,783.0,3.0,0.3,40336.0,35320.0,87.6,3763.0,9.3,949.0,2.4,197.0,0.5,109.0,17543.0,1.0,96.5,61.3,11306.0,57.3,19738.0,,,,,,,,,,,,,,,,38.7,,,,,,,,,,18813.0,43.0,22551.0,51.6,4560.0,14.3,2484.0,14.2,6428.0,20.2,2607.0,8.2,9408.0,29.5,20129.0,63.1,,,,,5878.0,18.4,,,2781.0,69.6,3997.0,,,,
,Ladbroke Grove Power Station,,F,SA,2016,735807.0,204391.0,106412.0,465.0,106877,0.52,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20206.0,,,,,,,,,,,38.0,17.3,44.6,3476.0,57.6,6030.0,8521.0,79.8,42.2,,,,,,,,,,1590.0,39.8,3994.0,,,,936.0,15.0,1.4,28141.0,23228.0,82.5,3044.0,10.8,1039.0,3.7,446.0,1.6,382.0,10679.0,10.2,88.6,52.9,6443.0,46.4,13877.0,,,,,,,,,,,,,,,,47.2,,,,,,,,,,9744.0,32.1,19015.0,62.6,3026.0,13.3,2154.0,20.2,4225.0,18.6,1987.0,8.7,6560.0,28.8,13929.0,61.2,,,,,3230.0,14.2,,,1616.0,61.4,2632.0,,,,
,Mirvac,,F,NSW,2016,18779.0,5216.0,2797.0,219.0,3016,0.54,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Mortlake Power Station,,F,VIC,2016,1753502.0,487084.0,262086.0,6548.0,268634,0.54,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28618.0,,,,,,,,,,,46.0,18.0,36.0,5591.0,65.4,8551.0,15062.0,85.9,52.6,,,,,,,,,,3257.0,56.5,5764.0,,,,783.0,3.0,0.3,40336.0,35320.0,87.6,3763.0,9.3,949.0,2.4,197.0,0.5,109.0,17543.0,1.0,96.5,61.3,11306.0,57.3,19738.0,,,,,,,,,,,,,,,,38.7,,,,,,,,,,18813.0,43.0,22551.0,51.6,4560.0,14.3,2484.0,14.2,6428.0,20.2,2607.0,8.2,9408.0,29.5,20129.0,63.1,,,,,5878.0,18.4,,,2781.0,69.6,3997.0,,,,
,Mount,,F,NSW,2016,6782.0,1884.0,1051.0,79.0,1130,0.56,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Mt Stuart Power Station,,F,QLD,2016,197763.0,54934.0,54200.0,4025.0,58225,0.99,On,NEM,Kerosene,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109200.0,,,,,,,,,,,40.7,16.7,42.6,18322.0,55.4,33101.0,51783.0,79.7,47.4,,,,,,,,,,8976.0,42.4,21189.0,,,,4450.0,21.0,1.8,156485.0,124198.0,79.4,19286.0,12.3,7408.0,4.7,2704.0,1.7,2886.0,64962.0,7.3,89.9,59.5,38701.0,52.1,74325.0,,,,,,,,,,,,,,,,40.5,,,,,,,,,,50164.0,29.8,110759.0,65.8,15171.0,12.6,13177.0,20.3,25923.0,21.5,10556.0,8.8,38265.0,31.8,73560.0,61.1,,,,,18300.0,15.2,,,10400.0,69.5,14964.0,,,,
,Quarantine Power Station,,F,SA,2016,486565.0,135157.0,86853.0,1758.0,88611,0.64,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20206.0,,,,,,,,,,,38.0,17.3,44.6,3476.0,57.6,6030.0,8521.0,79.8,42.2,,,,,,,,,,1590.0,39.8,3994.0,,,,936.0,15.0,1.4,28141.0,23228.0,82.5,3044.0,10.8,1039.0,3.7,446.0,1.6,382.0,10679.0,10.2,88.6,52.9,6443.0,46.4,13877.0,,,,,,,,,,,,,,,,47.2,,,,,,,,,,9744.0,32.1,19015.0,62.6,3026.0,13.3,2154.0,20.2,4225.0,18.6,1987.0,8.7,6560.0,28.8,13929.0,61.2,,,,,3230.0,14.2,,,1616.0,61.4,2632.0,,,,
,Roma Power Station,,F,QLD,2016,393277.0,109244.0,71762.0,650.0,72412,0.66,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109200.0,,,,,,,,,,,40.7,16.7,42.6,18322.0,55.4,33101.0,51783.0,79.7,47.4,,,,,,,,,,8976.0,42.4,21189.0,,,,4450.0,21.0,1.8,156485.0,124198.0,79.4,19286.0,12.3,7408.0,4.7,2704.0,1.7,2886.0,64962.0,7.3,89.9,59.5,38701.0,52.1,74325.0,,,,,,,,,,,,,,,,40.5,,,,,,,,,,50164.0,29.8,110759.0,65.8,15171.0,12.6,13177.0,20.3,25923.0,21.5,10556.0,8.8,38265.0,31.8,73560.0,61.1,,,,,18300.0,15.2,,,10400.0,69.5,14964.0,,,,
,Shoalhaven Scheme,,F,NSW,2016,568395.0,157888.0,2.0,168699.0,168701,0.0,On,NEM,Hydro,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Stockland Headquarters,,F,NSW,2016,5152.0,1431.0,824.0,60.0,884,0.58,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,University of NSW,,F,NSW,2016,8961.0,2489.0,1221.0,105.0,1326,0.49,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Uranquinty Power Station,,F,NSW,2016,2818838.0,783011.0,474499.0,5261.0,479760,0.61,On,NEM,Gas,ORIGIN ENERGY LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Millmerran Power Station (facility),,F,QLD,2016,23953296.0,6653693.0,5461349.0,3927.0,5465276,0.82,On,NEM,Black Coal,OZGEN HOLDINGS AUSTRALIA PTY LTD,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109200.0,,,,,,,,,,,40.7,16.7,42.6,18322.0,55.4,33101.0,51783.0,79.7,47.4,,,,,,,,,,8976.0,42.4,21189.0,,,,4450.0,21.0,1.8,156485.0,124198.0,79.4,19286.0,12.3,7408.0,4.7,2704.0,1.7,2886.0,64962.0,7.3,89.9,59.5,38701.0,52.1,74325.0,,,,,,,,,,,,,,,,40.5,,,,,,,,,,50164.0,29.8,110759.0,65.8,15171.0,12.6,13177.0,20.3,25923.0,21.5,10556.0,8.8,38265.0,31.8,73560.0,61.1,,,,,18300.0,15.2,,,10400.0,69.5,14964.0,,,,
,Pelican Point Power Station,,F,SA,2016,1095846.0,304402.0,123223.0,2713.0,125936,0.4,On,NEM,Gas,PELICAN POINT POWER LIMITED,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20206.0,,,,,,,,,,,38.0,17.3,44.6,3476.0,57.6,6030.0,8521.0,79.8,42.2,,,,,,,,,,1590.0,39.8,3994.0,,,,936.0,15.0,1.4,28141.0,23228.0,82.5,3044.0,10.8,1039.0,3.7,446.0,1.6,382.0,10679.0,10.2,88.6,52.9,6443.0,46.4,13877.0,,,,,,,,,,,,,,,,47.2,,,,,,,,,,9744.0,32.1,19015.0,62.6,3026.0,13.3,2154.0,20.2,4225.0,18.6,1987.0,8.7,6560.0,28.8,13929.0,61.2,,,,,3230.0,14.2,,,1616.0,61.4,2632.0,,,,
,Kwinana Swift Power Station,,F,WA,2016,49953.0,13876.0,8444.0,687.0,9131,0.61,On,SWIS,Gas,PERTH ENERGY PTY LTD,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45048.0,,,,,,,,,,,36.5,15.1,48.4,6384.0,51.5,12386.0,18001.0,77.6,40.0,,,,,,,,,,3053.0,33.8,9033.0,,,,2618.0,29.0,3.0,59414.0,44655.0,75.2,7963.0,13.4,3492.0,5.9,1510.0,2.5,1796.0,23192.0,14.3,84.6,51.5,14137.0,44.7,31605.0,,,,,,,,,,,,,,,,48.5,,,,,,,,,,18554.0,28.6,42380.0,65.2,6219.0,12.3,5190.0,22.4,9543.0,18.9,4846.0,9.6,15384.0,30.4,28875.0,57.1,,,,,6249.0,12.3,,,3213.0,57.4,5595.0,,,,
,Alpurrurulam (Lake Nash),,F,NT,2016,7102.0,1973.0,1240.0,0.0,1240,0.63,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Amanbidgi (Kildurk),,F,NT,2016,1035.0,288.0,263.0,0.0,263,0.91,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,"Ampilatwatja (Alparra, Ammaroo)",,F,NT,2016,12014.0,3337.0,2390.0,0.0,2390,0.72,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Amunturangu,,F,NT,2016,2673.0,743.0,581.0,0.0,581,0.78,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Aputula (Finke),,F,NT,2016,3704.0,1029.0,735.0,0.0,735,0.71,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Areyonga (Utju),,F,NT,2016,3929.0,1091.0,791.0,0.0,791,0.72,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Atitjere (Harts Range),,F,NT,2016,3417.0,949.0,708.0,0.0,708,0.75,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
,Borroloola Generation,,F,NT,2016,23342.0,6484.0,4453.0,0.0,4453,0.69,Off,Off-grid,Diesel,POWER AND WATER CORPORATION,False,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
