measure_data_item,time_period_time_period,obs_value,unit_measure_unit_of_measure,state,year
ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),2019,13080.0,PSNS: Persons,ACT,2019
ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),2020,12968.0,PSNS: Persons,ACT,2020
ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),2021,13387.0,PSNS: Persons,ACT,2021
ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),2022,13421.0,PSNS: Persons,ACT,2022
ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),2023,13774.0,PSNS: Persons,ACT,2023
ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),2019,18172.0,PSNS: Persons,NT,2019
ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),2020,18077.0,PSNS: Persons,NT,2020
ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),2021,18065.0,PSNS: Persons,NT,2021
ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),2022,17887.0,PSNS: Persons,NT,2022
ERP_P_3: Estimated resident population:Persons aged 5-9 years (no.),2023,17476.0,PSNS: Persons,NT,2023
ERP_F_34: Estimated resident population:Females aged 65-69 years (%),2019,5.0,PCT: Percent,QLD,2019
ERP_F_34: Estimated resident population:Females aged 65-69 years (%),2020,5.0,PCT: Percent,QLD,2020
ERP_F_34: Estimated resident population:Females aged 65-69 years (%),2021,5.1,PCT: Percent,QLD,2021
ERP_F_34: Estimated resident population:Females aged 65-69 years (%),2022,5.1,PCT: Percent,QLD,2022
ERP_F_34: Estimated resident population:Females aged 65-69 years (%),2023,5.1,PCT: Percent,QLD,2023
ING_DISAB5: Aboriginal and Torres Strait Islander Peoples:Total with disability (no.),2019,34380.0,PSNS: Persons,WA,2019
ING_HEAP2: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (%),2016,23.5,PCT: Percent,OT,2016
ING_HEAP2: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (%),2021,33.3,PCT: Percent,OT,2021
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2019,7.2,PCT: Percent,QLD,2019
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2020,7.1,PCT: Percent,QLD,2020
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2021,6.9,PCT: Percent,QLD,2021
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2022,6.8,PCT: Percent,QLD,2022
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2023,7.0,PCT: Percent,QLD,2023
ING_SMK2: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (%),2015,60.5,PCT: Percent,NSW,2015
ING_SMK2: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (%),2019,64.0,PCT: Percent,NSW,2019
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2019,415512.0,PSNS: Persons,VIC,2019
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2020,422382.0,PSNS: Persons,VIC,2020
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2021,428366.0,PSNS: Persons,VIC,2021
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2022,442447.0,PSNS: Persons,VIC,2022
ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),2023,464480.0,PSNS: Persons,VIC,2023
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2019,172141.0,PSNS: Persons,NSW,2019
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2020,175306.0,PSNS: Persons,NSW,2020
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2021,179983.0,PSNS: Persons,NSW,2021
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2022,183378.0,PSNS: Persons,NSW,2022
ERP_P_19: Estimated resident population:Persons aged 85 and over (no.),2023,186806.0,PSNS: Persons,NSW,2023
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2019,92119.0,PSNS: Persons,NSW,2019
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2020,94962.0,PSNS: Persons,NSW,2020
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2021,97173.0,PSNS: Persons,NSW,2021
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2022,99280.0,PSNS: Persons,NSW,2022
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2023,101670.0,PSNS: Persons,NSW,2023
ERP_F_21: Estimated resident population:Females aged 0-4 years (%),2019,5.9,PCT: Percent,QLD,2019
ERP_F_21: Estimated resident population:Females aged 0-4 years (%),2020,5.7,PCT: Percent,QLD,2020
ERP_F_21: Estimated resident population:Females aged 0-4 years (%),2021,5.6,PCT: Percent,QLD,2021
ERP_F_21: Estimated resident population:Females aged 0-4 years (%),2022,5.5,PCT: Percent,QLD,2022
ERP_F_21: Estimated resident population:Females aged 0-4 years (%),2023,5.4,PCT: Percent,QLD,2023
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2019,714.0,PSNS: Persons,NT,2019
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2020,844.0,PSNS: Persons,NT,2020
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2021,935.0,PSNS: Persons,NT,2021
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2022,1062.0,PSNS: Persons,NT,2022
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2023,1134.0,PSNS: Persons,NT,2023
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2019,316321.0,PSNS: Persons,QLD,2019
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2020,320018.0,PSNS: Persons,QLD,2020
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2021,318729.0,PSNS: Persons,QLD,2021
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2022,318761.0,PSNS: Persons,QLD,2022
ERP_P_13: Estimated resident population:Persons aged 55-59 years (no.),2023,318423.0,PSNS: Persons,QLD,2023
ING_WA1: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (no.),2021,144.0,PSNS: Persons,OT,2021
ING_HLTC2: Aboriginal and Torres Strait Islander Peoples:Recognises and lives in homelands/traditional country (%),2015,20.0,PCT: Percent,TAS,2015
ING_HLTC2: Aboriginal and Torres Strait Islander Peoples:Recognises and lives in homelands/traditional country (%),2019,27.2,PCT: Percent,TAS,2019
ING_TTYPE3: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (no.),2016,22551.0,PSNS: Persons,VIC,2016
ING_TTYPE3: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (no.),2021,31496.0,PSNS: Persons,VIC,2021
ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),2019,6.7,PCT: Percent,SA,2019
ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),2020,6.7,PCT: Percent,SA,2020
ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),2021,6.7,PCT: Percent,SA,2021
ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),2022,6.7,PCT: Percent,SA,2022
ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),2023,6.8,PCT: Percent,SA,2023
ERP_19: Median age:Males (years),2019,36.0,YR: Years,VIC,2019
ERP_19: Median age:Males (years),2020,36.4,YR: Years,VIC,2020
ERP_19: Median age:Males (years),2021,37.0,YR: Years,VIC,2021
ERP_19: Median age:Males (years),2022,37.1,YR: Years,VIC,2022
ERP_19: Median age:Males (years),2023,36.9,YR: Years,VIC,2023
ING_HOSD3: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (no.),2016,19061.0,PSNS: Persons,NSW,2016
ING_HOSD3: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring one additional bedroom (no.),2021,22080.0,PSNS: Persons,NSW,2021
ING_UPCC6: Aboriginal and Torres Strait Islander Peoples:Provided unpaid child care (%),2016,30.1,PCT: Percent,NSW,2016
ING_UPCC6: Aboriginal and Torres Strait Islander Peoples:Provided unpaid child care (%),2021,28.7,PCT: Percent,NSW,2021
ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),2019,173212.0,PSNS: Persons,QLD,2019
ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),2020,171777.0,PSNS: Persons,QLD,2020
ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),2021,168920.0,PSNS: Persons,QLD,2021
ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),2022,171090.0,PSNS: Persons,QLD,2022
ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),2023,178831.0,PSNS: Persons,QLD,2023
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2019,10277.0,PSNS: Persons,NT,2019
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2020,10274.0,PSNS: Persons,NT,2020
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2021,10277.0,PSNS: Persons,NT,2021
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2022,10545.0,PSNS: Persons,NT,2022
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2023,10786.0,PSNS: Persons,NT,2023
ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),2019,6.2,PCT: Percent,TAS,2019
ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),2020,6.2,PCT: Percent,TAS,2020
ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),2021,6.2,PCT: Percent,TAS,2021
ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),2022,6.2,PCT: Percent,TAS,2022
ERP_P_34: Estimated resident population:Persons aged 65-69 years (%),2023,6.3,PCT: Percent,TAS,2023
ING_F1524: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 15-24 years (no.),2021,4683.0,PSNS: Persons,SA,2021
ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),2015,85.4,PCT: Percent,VIC,2015
ING_ALC2: Aboriginal and Torres Strait Islander Peoples:Alcohol consumption did not exceed life time alcohol risk levels (2009 guidelines) (%),2019,79.0,PCT: Percent,VIC,2019
ING_LTHC1: Aboriginal and Torres Strait Islander Peoples:No current long-term health conditions (%),2019,23.1,PCT: Percent,VIC,2019
ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),2019,18178.0,PSNS: Persons,TAS,2019
ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),2020,18847.0,PSNS: Persons,TAS,2020
ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),2021,19599.0,PSNS: Persons,TAS,2021
ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),2022,19247.0,PSNS: Persons,TAS,2022
ERP_F_7: Estimated resident population:Females aged 25-29 years (no.),2023,18844.0,PSNS: Persons,TAS,2023
ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),2016,19738.0,PSNS: Persons,VIC,2016
ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),2021,27928.0,PSNS: Persons,VIC,2021
ING_HLTC3: Aboriginal and Torres Strait Islander Peoples:Recognises and allowed to visit homelands/traditional country (%),2015,53.1,PCT: Percent,NT,2015
ING_HLTC3: Aboriginal and Torres Strait Islander Peoples:Recognises and allowed to visit homelands/traditional country (%),2019,48.4,PCT: Percent,NT,2019
ERP_F_32: Estimated resident population:Females aged 55-59 years (%),2019,5.6,PCT: Percent,NT,2019
ERP_F_32: Estimated resident population:Females aged 55-59 years (%),2020,5.6,PCT: Percent,NT,2020
ERP_F_32: Estimated resident population:Females aged 55-59 years (%),2021,5.5,PCT: Percent,NT,2021
ERP_F_32: Estimated resident population:Females aged 55-59 years (%),2022,5.4,PCT: Percent,NT,2022
ERP_F_32: Estimated resident population:Females aged 55-59 years (%),2023,5.4,PCT: Percent,NT,2023
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2019,6.8,PCT: Percent,TAS,2019
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2020,6.9,PCT: Percent,TAS,2020
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2021,7.3,PCT: Percent,TAS,2021
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2022,7.0,PCT: Percent,TAS,2022
ERP_M_26: Estimated resident population:Males aged 25-29 years (%),2023,6.8,PCT: Percent,TAS,2023
ING_HOSD2: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling with no additional bedrooms required (appropriately sized) (%),2016,82.5,PCT: Percent,SA,2016
ING_HOSD2: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling with no additional bedrooms required (appropriately sized) (%),2021,82.8,PCT: Percent,SA,2021
ERP_F_33: Estimated resident population:Females aged 60-64 years (%),2020,4.9,PCT: Percent,ACT,2020
ERP_F_33: Estimated resident population:Females aged 60-64 years (%),2021,4.8,PCT: Percent,ACT,2021
ERP_F_33: Estimated resident population:Females aged 60-64 years (%),2022,4.8,PCT: Percent,ACT,2022
ERP_F_33: Estimated resident population:Females aged 60-64 years (%),2023,4.7,PCT: Percent,ACT,2023
ING_MA_P: Estimated resident Aboriginal and Torres Strait Islander population:Median age:Persons (years),2021,23.4,YR: Years,QLD,2021
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2019,1.6,PCT: Percent,NSW,2019
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2020,1.7,PCT: Percent,NSW,2020
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2021,1.7,PCT: Percent,NSW,2021
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2022,1.8,PCT: Percent,NSW,2022
ERP_M_38: Estimated resident population:Males aged 85 and over (%),2023,1.8,PCT: Percent,NSW,2023
"ING_EETP2: Aboriginal and Torres Strait Islander Peoples:Partially or at least partially engaged in employment, education or training (%)",2016,21.2,PCT: Percent,TAS,2016
"ING_EETP2: Aboriginal and Torres Strait Islander Peoples:Partially or at least partially engaged in employment, education or training (%)",2021,22.2,PCT: Percent,TAS,2021
"ING_EETPH2: Aboriginal and Torres Strait Islander Peoples:15-24 year olds fully engaged in employment, education or training (%)",2016,73.7,PCT: Percent,ACT,2016
"ING_EETPH2: Aboriginal and Torres Strait Islander Peoples:15-24 year olds fully engaged in employment, education or training (%)",2021,74.4,PCT: Percent,ACT,2021
ERP_F_33: Estimated resident population:Females aged 60-64 years (%),2019,4.8,PCT: Percent,ACT,2019
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2019,2.1,PCT: Percent,WA,2019
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2020,2.2,PCT: Percent,WA,2020
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2021,2.2,PCT: Percent,WA,2021
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2022,2.3,PCT: Percent,WA,2022
ERP_F_38: Estimated resident population:Females aged 85 and over (%),2023,2.3,PCT: Percent,WA,2023
ING_P2534: Estimated resident Aboriginal and Torres Strait Islander population aged 25-34 years (no.),2021,7890.0,PSNS: Persons,SA,2021
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2023,15485.0,PSNS: Persons,NT,2023
ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),2019,5.8,PCT: Percent,VIC,2019
ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),2020,5.7,PCT: Percent,VIC,2020
ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),2021,5.6,PCT: Percent,VIC,2021
ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),2022,5.8,PCT: Percent,VIC,2022
ERP_P_24: Estimated resident population:Persons aged 15-19 years (%),2023,5.9,PCT: Percent,VIC,2023
ERP_P_20: Estimated resident population: Persons (no.),2019,2659625.0,PSNS: Persons,WA,2019
ERP_P_20: Estimated resident population: Persons (no.),2020,2712912.0,PSNS: Persons,WA,2020
ERP_P_20: Estimated resident population: Persons (no.),2021,2749365.0,PSNS: Persons,WA,2021
ERP_P_20: Estimated resident population: Persons (no.),2022,2791794.0,PSNS: Persons,WA,2022
ERP_P_20: Estimated resident population: Persons (no.),2023,2883762.0,PSNS: Persons,WA,2023
ERP_P_20: Estimated resident population: Persons (no.),2024,2965078.0,PSNS: Persons,WA,2024
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2019,16899.0,PSNS: Persons,NT,2019
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2020,16400.0,PSNS: Persons,NT,2020
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2021,16002.0,PSNS: Persons,NT,2021
ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),2022,15741.0,PSNS: Persons,NT,2022
ERP_F_20: Estimated resident population:Females (no.),2019,1328458.0,PSNS: Persons,WA,2019
ERP_F_20: Estimated resident population:Females (no.),2020,1355781.0,PSNS: Persons,WA,2020
ERP_F_20: Estimated resident population:Females (no.),2021,1373048.0,PSNS: Persons,WA,2021
ERP_F_20: Estimated resident population:Females (no.),2022,1393443.0,PSNS: Persons,WA,2022
ERP_F_20: Estimated resident population:Females (no.),2023,1435976.0,PSNS: Persons,WA,2023
ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,2016,52.6,PCT: Percent,VIC,2016
ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,2021,57.9,PCT: Percent,VIC,2021
ING_M1524: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 15-24 years (no.),2021,7389.0,PSNS: Persons,VIC,2021
ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),2019,7.4,PCT: Percent,NSW,2019
ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),2020,7.4,PCT: Percent,NSW,2020
